,Type,LongestShell,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Rings
2111,0,0.725,0.53,0.19,1.7315,0.83,0.3979999999999999,0.405,11
2112,2,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
2113,2,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
2114,0,0.605,0.485,0.16,1.2009999999999998,0.417,0.2875,0.38,9
2115,2,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11
2116,1,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11
2117,1,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14
2118,0,0.59,0.46,0.145,0.9905,0.4529999999999999,0.2205,0.275,8
2119,2,0.27,0.2,0.08,0.1205,0.0465,0.0279999999999999,0.04,6
2120,2,0.53,0.4,0.125,0.7575,0.3979999999999999,0.151,0.175,8
2121,1,0.375,0.29,0.095,0.213,0.096,0.0409999999999999,0.061,5
2122,2,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
2123,2,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
2124,0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9
2125,1,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7
2126,1,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6
2127,1,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
2128,2,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,9
2129,0,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,9
2130,0,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9
2131,2,0.655,0.53,0.195,1.388,0.5670000000000001,0.2735,0.41,13
2132,0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
2133,2,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11
2134,0,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9
2135,0,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12
2136,1,0.475,0.355,0.115,0.5195,0.2789999999999999,0.088,0.1325,7
2137,2,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
2138,1,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,9
2139,0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
2140,1,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9
2141,1,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9
2142,0,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11
2143,2,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9
2144,2,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16
2145,1,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
2146,2,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11
2147,1,0.335,0.26,0.09,0.1965,0.0875,0.0409999999999999,0.0559999999999999,7
2148,1,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
2149,0,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9
2150,1,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7
2151,1,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6
2152,2,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
2153,0,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
2154,1,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,7
2155,2,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10
2156,0,0.7,0.575,0.205,1.773,0.605,0.447,0.5379999999999999,13
2157,0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,15
2158,2,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
2159,0,0.65,0.495,0.16,1.3105,0.5770000000000001,0.3315,0.355,9
2160,0,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10
2161,0,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11
2162,2,0.61,0.46,0.16,1.0,0.494,0.1969999999999999,0.275,10
2163,2,0.535,0.415,0.135,0.78,0.3165,0.1689999999999999,0.2365,8
2164,2,0.67,0.5,0.19,1.519,0.616,0.3879999999999999,0.415,10
2165,1,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7
2166,1,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
2167,2,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,11
2168,2,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12
2169,1,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6
2170,2,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
2171,0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5
2172,2,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8
2173,1,0.37,0.29,0.095,0.249,0.1045,0.0579999999999999,0.067,6
2174,0,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8
2175,2,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
2176,0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8
2177,1,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9
2178,2,0.575,0.45,0.185,0.925,0.342,0.1969999999999999,0.35,12
2179,0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8
2180,1,0.445,0.345,0.12,0.4035,0.1689999999999999,0.0825,0.13,7
2181,0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17
2182,2,0.525,0.4,0.17,0.7305,0.2789999999999999,0.2055,0.195,11
2183,2,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
2184,1,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9
2185,0,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12
2186,0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
2187,1,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6
2188,1,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8
2189,2,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
2190,2,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14
2191,0,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9
2192,0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
2193,0,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12
2194,2,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11
2195,1,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9
2196,0,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
2197,0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
2198,0,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
2199,2,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
2200,1,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5
2201,1,0.41,0.3,0.115,0.2595,0.0969999999999999,0.0515,0.08,10
2202,2,0.415,0.315,0.12,0.4015,0.1989999999999999,0.087,0.0969999999999999,8
2203,2,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7
2204,2,0.635,0.52,0.175,1.2919999999999998,0.6,0.2689999999999999,0.367,11
2205,2,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8
2206,0,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
2207,0,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
2208,0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8
2209,2,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7
2210,2,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12
2211,1,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6
2212,0,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
2213,2,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
2214,2,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9
2215,1,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7
2216,0,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8
2217,0,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
2218,2,0.615,0.495,0.2,1.219,0.564,0.2269999999999999,0.3885,10
2219,1,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,8
2220,2,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9
2221,2,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13
2222,1,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6
2223,0,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
2224,1,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8
2225,2,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13
2226,1,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11
2227,0,0.62,0.52,0.225,1.1835,0.3779999999999999,0.27,0.395,23
2228,0,0.64,0.5,0.165,1.1635,0.5539999999999999,0.239,0.32,11
2229,0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
2230,0,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,10
2231,0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
2232,2,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
2233,1,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6
2234,2,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
2235,1,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8
2236,2,0.63,0.49,0.18,1.13,0.4579999999999999,0.2765,0.315,12
2237,2,0.65,0.495,0.18,1.793,0.8005,0.3389999999999999,0.53,14
2238,1,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9
2239,2,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
2240,2,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
2241,1,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
2242,0,0.56,0.43,0.15,0.8745,0.4529999999999999,0.161,0.22,8
2243,1,0.455,0.375,0.125,0.5329999999999999,0.233,0.106,0.185,8
2244,2,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
2245,1,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5
2246,2,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9
2247,2,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
2248,2,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7
2249,0,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9
2250,0,0.595,0.495,0.185,1.285,0.416,0.2239999999999999,0.485,13
2251,1,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,9
2252,1,0.475,0.355,0.105,0.4679999999999999,0.201,0.1115,0.12,8
2253,2,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8
2254,2,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17
2255,0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10
2256,2,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8
2257,2,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
2258,2,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
2259,2,0.57,0.435,0.125,0.8965,0.3829999999999999,0.1835,0.275,9
2260,2,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10
2261,0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10
2262,2,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
2263,2,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
2264,1,0.545,0.405,0.13,0.6579999999999999,0.327,0.1445,0.174,8
2265,1,0.345,0.27,0.11,0.2135,0.0819999999999999,0.0545,0.07,7
2266,2,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
2267,1,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
2268,1,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
2269,2,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
2270,2,0.6,0.46,0.155,0.6655,0.285,0.149,0.2689999999999999,11
2271,2,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7
2272,0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9
2273,0,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13
2274,2,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8
2275,2,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7
2276,2,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12
2277,1,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7
2278,1,0.36,0.27,0.09,0.2189999999999999,0.0969999999999999,0.0405,0.065,6
2279,1,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7
2280,2,0.595,0.435,0.16,1.057,0.4255,0.2239999999999999,0.31,9
2281,2,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11
2282,0,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8
2283,2,0.46,0.35,0.12,0.515,0.2239999999999999,0.108,0.1565,10
2284,2,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
2285,1,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6
2286,2,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
2287,1,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8
2288,2,0.525,0.425,0.12,0.7020000000000001,0.3335,0.1465,0.22,12
2289,1,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
2290,0,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12
2291,0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
2292,0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18
2293,1,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6
2294,2,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9
2295,2,0.515,0.41,0.14,0.7355,0.3065,0.1369999999999999,0.2,7
2296,0,0.565,0.44,0.135,0.83,0.3929999999999999,0.1735,0.238,9
2297,1,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10
2298,1,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7
2299,0,0.545,0.445,0.175,0.8525,0.3465,0.1889999999999999,0.295,13
2300,1,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8
2301,0,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
2302,1,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9
2303,2,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17
2304,2,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9
2305,0,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,13
2306,1,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5
2307,0,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10
2308,1,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8
2309,2,0.425,0.35,0.105,0.3929999999999999,0.13,0.063,0.165,9
2310,0,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
2311,1,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
2312,2,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
2313,1,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
2314,0,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9
2315,2,0.59,0.47,0.18,1.187,0.5985,0.2269999999999999,0.31,9
2316,2,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11
2317,1,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6
2318,0,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8
2319,1,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,9
2320,0,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11
2321,2,0.465,0.355,0.105,0.4795,0.2269999999999999,0.124,0.125,8
2322,2,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
2323,2,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8
2324,2,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
2325,2,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,12
2326,1,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6
2327,0,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
2328,2,0.62,0.525,0.155,1.085,0.4539999999999999,0.1965,0.35,10
2329,0,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
2330,1,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20
2331,2,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
2332,2,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
2333,1,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9
2334,0,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8
2335,1,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7
2336,2,0.5,0.38,0.125,0.5770000000000001,0.2689999999999999,0.1265,0.1535,9
2337,1,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4
2338,0,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
2339,2,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
2340,2,0.38,0.27,0.095,0.2189999999999999,0.0835,0.0515,0.07,6
2341,2,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9
2342,2,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11
2343,2,0.63,0.505,0.155,1.105,0.492,0.226,0.325,11
2344,2,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12
2345,0,0.575,0.45,0.12,0.9585,0.447,0.1689999999999999,0.275,12
2346,2,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
2347,2,0.455,0.35,0.105,0.416,0.1625,0.0969999999999999,0.145,11
2348,2,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9
2349,0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
2350,0,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9
2351,1,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
2352,2,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
2353,2,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8
2354,0,0.63,0.515,0.16,1.336,0.5529999999999999,0.3205,0.35,11
2355,2,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17
2356,2,0.555,0.455,0.135,0.8370000000000001,0.382,0.171,0.235,9
2357,1,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10
2358,1,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10
2359,2,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
2360,0,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
2361,2,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
2362,1,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7
2363,1,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
2364,2,0.56,0.44,0.14,0.971,0.4429999999999999,0.2045,0.265,14
2365,1,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12
2366,0,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
2367,0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
2368,0,0.745,0.57,0.215,2.25,1.1565,0.446,0.5579999999999999,9
2369,1,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
2370,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
2371,1,0.55,0.44,0.165,0.8605,0.312,0.1689999999999999,0.3,17
2372,0,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
2373,0,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
2374,1,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6
2375,2,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
2376,0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8
2377,0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
2378,1,0.23,0.17,0.05,0.057,0.026,0.013,0.016,5
2379,0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16
2380,1,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
2381,0,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
2382,2,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
2383,0,0.64,0.525,0.175,1.382,0.6459999999999999,0.3115,0.37,9
2384,0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
2385,2,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9
2386,2,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
2387,0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10
2388,2,0.55,0.45,0.155,0.7895,0.3429999999999999,0.159,0.25,12
2389,2,0.43,0.33,0.095,0.34,0.1315,0.085,0.1119999999999999,14
2390,0,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
2391,0,0.515,0.43,0.14,0.8340000000000001,0.367,0.2,0.23,8
2392,0,0.5,0.4,0.145,0.63,0.2339999999999999,0.1465,0.23,12
2393,0,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
2394,2,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
2395,2,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12
2396,1,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
2397,0,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
2398,1,0.315,0.235,0.07,0.149,0.0579999999999999,0.0325,0.047,7
2399,0,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
2400,2,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5
2401,1,0.435,0.335,0.11,0.3829999999999999,0.1555,0.0675,0.135,12
2402,0,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41,15
2403,2,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7
2404,2,0.685,0.52,0.165,1.519,0.6990000000000001,0.3685,0.4,10
2405,1,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
2406,1,0.255,0.185,0.07,0.075,0.0279999999999999,0.018,0.025,6
2407,0,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22
2408,0,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7
2409,2,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,9
2410,1,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5
2411,2,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7
2412,0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8
2413,1,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8
2414,2,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
2415,1,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10
2416,0,0.605,0.455,0.145,0.862,0.3339999999999999,0.1985,0.3,9
2417,1,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9
2418,2,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9
2419,0,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20
2420,1,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
2421,1,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
2422,0,0.635,0.475,0.15,1.1845,0.5329999999999999,0.307,0.291,10
2423,1,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
2424,0,0.57,0.44,0.12,0.8029999999999999,0.382,0.1525,0.2339999999999999,9
2425,1,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7
2426,2,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
2427,2,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,10
2428,2,0.535,0.405,0.14,0.818,0.402,0.1715,0.1889999999999999,7
2429,1,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12
2430,1,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8
2431,1,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
2432,1,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
2433,1,0.37,0.27,0.095,0.2319999999999999,0.1325,0.0409999999999999,0.0615,6
2434,2,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
2435,1,0.24,0.175,0.055,0.0705,0.025,0.0139999999999999,0.021,5
2436,2,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
2437,2,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11
2438,0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
2439,1,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19
2440,2,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
2441,1,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7
2442,1,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,12
2443,2,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
2444,1,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9
2445,2,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13
2446,1,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5
2447,0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14
2448,0,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
2449,2,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
2450,0,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11
2451,2,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17
2452,1,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8
2453,0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13
2454,0,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
2455,2,0.585,0.465,0.165,0.885,0.4025,0.1625,0.2739999999999999,10
2456,0,0.455,0.355,1.13,0.594,0.332,0.1159999999999999,0.1335,8
2457,2,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9
2458,2,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10
2459,2,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
2460,0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
2461,2,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
2462,1,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
2463,2,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
2464,2,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13
2465,1,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6
2466,2,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10
2467,0,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7
2468,0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
2469,0,0.58,0.425,0.15,0.8440000000000001,0.3645,0.185,0.2705,9
2470,2,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9
2471,1,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9
2472,0,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
2473,2,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14
2474,2,0.545,0.42,0.12,0.7865,0.4029999999999999,0.185,0.17,7
2475,1,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9
2476,2,0.525,0.42,0.155,0.8420000000000001,0.428,0.1415,0.2045,9
2477,0,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345,9
2478,2,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
2479,0,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10
